标识,文件大小,总数,独一无二数,分散度,读数,写数,写占比,平均读带宽,平均写带宽,读空间范围,小读空间范围,读空间大小,小读空间大小,写空间范围,写空间大小,Pea_RB_WB(h),Pea_RB_R,Pea_WB_W,R_4/16/64/256/1024/max%,W_4/16/64/256/1024/max%,R_RAR_s,R_RAR_b,,随机率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_482,284MB,7589200,566805,7.47%,495011,7094189,93.48%,1.67KB/s,44.85KB/s,0.0~38.27GB,0.0~38.27GB,1.33GB,1.195GB,0.0~38.27GB,3.178GB,0.181555,None,-0.374083,88.0/7.2/3.2/1.0/0.6/0.0%,68.5/21.6/3.8/5.1/1.1/0.0%,0.411,0.924,,0.543615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_483,715MB,18730464,2029959,10.84%,4448,18726016,99.98%,0.01KB/s,54.08KB/s,0.0~58.22GB,0.0~58.22GB,0.031GB,0.019GB,0.0~58.24GB,14.058GB,0.353277,None,-0.856019,77.4/15.8/5.7/1.1/0.0/0.0%,82.9/12.1/3.0/2.0/0.0/0.0%,0.047,0,,0.460585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_484,312MB,8277493,325062,3.93%,1183,8276310,99.99%,0.01KB/s,22.3KB/s,0.0~26.63GB,0.0~26.62GB,0.026GB,0.005GB,0.0~26.01GB,1.374GB,None,None,-0.85528,47.2/27.8/18.2/5.1/1.8/0.0%,83.5/10.6/4.9/1.0/0.0/0.0%,0.025,0,,0.468581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_485,38MB,1006065,120848,12.01%,9133,996932,99.09%,0.12KB/s,2.76KB/s,0.04~26.15GB,0.04~26.15GB,0.257GB,0.025GB,0.0~30.0GB,1.59GB,0.075208,0.737098,-0.971582,34.7/26.1/20.3/18.9/0.0/0.0%,81.1/13.6/4.6/0.5/0.2/0.0%,0.346,0,,0.409712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_486,62MB,1677176,150628,8.98%,2,1677174,100.00%,0.0KB/s,5.2KB/s,18.0~20.0GB,18.0~20.0GB,0.0GB,0.0GB,0.0~20.33GB,1.588GB,None,None,-0.910947,100.0/0.0/0.0/0.0/0.0/0.0%,67.4/23.6/8.2/0.7/0.1/0.0%,0,0,,0.178188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_487,82MB,2207905,179687,8.14%,0,2207905,100.00%,0.0KB/s,9.21KB/s,0.0~0.0GB,0.0~0.0GB,0.0GB,0.0GB,0.0~38.0GB,0.706GB,None,None,-0.215252,0.0/0.0/0.0/0.0/0.0/0.0%,77.1/8.2/14.2/0.5/0.0/0.0%,0,0,,0.215976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_488,22MB,600308,65083,10.84%,30781,569527,94.87%,0.46KB/s,1.45KB/s,0.0~18.24GB,0.0~18.24GB,0.542GB,0.053GB,0.0~18.24GB,0.458GB,0.461871,0.404647,-0.810631,58.5/21.1/10.1/4.8/5.6/0.0%,84.3/11.1/4.0/0.4/0.2/0.0%,0.616,0.441,,0.464663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_489,100MB,2697378,186985,6.93%,502198,2195180,81.38%,4.92KB/s,6.12KB/s,0.01~20.34GB,0.01~20.34GB,0.324GB,0.083GB,0.0~20.2GB,0.714GB,0.363767,0.358399,-0.384106,49.8/27.6/14.8/5.7/2.1/0.0%,75.3/16.1/8.5/0.1/0.0/0.0%,0.965,0.953,,0.228177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_490,17MB,462558,45263,9.79%,0,462558,100.00%,0.0KB/s,1.06KB/s,0.0~0.0GB,0.0~0.0GB,0.0GB,0.0GB,0.0~18.41GB,0.205GB,None,None,-0.863995,0.0/0.0/0.0/0.0/0.0/0.0%,86.4/10.2/3.2/0.1/0.1/0.0%,0,0,,0.527091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_491,93MB,2483655,173329,6.98%,166762,2316893,93.29%,1.42KB/s,6.03KB/s,0.04~38.03GB,0.04~38.03GB,0.06GB,0.018GB,0.0~20.0GB,0.667GB,0.541058,None,-0.675877,40.4/29.5/19.1/11.0/0.0/0.0%,79.0/12.9/8.1/0.1/0.0/0.0%,0.976,0,,0.221159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_492,83MB,2218788,170798,7.70%,0,2218788,100.00%,0.0KB/s,9.4KB/s,0.0~0.0GB,0.0~0.0GB,0.0GB,0.0GB,0.0~38.0GB,0.671GB,None,None,-0.085269,0.0/0.0/0.0/0.0/0.0/0.0%,73.7/11.6/14.2/0.5/0.0/0.0%,0,0,,0.221451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_493,100MB,2684605,181124,6.75%,497376,2187229,81.47%,4.89KB/s,6.11KB/s,0.01~20.34GB,0.01~20.34GB,0.329GB,0.079GB,0.0~20.31GB,0.704GB,0.319885,0.485987,-0.472198,49.6/27.8/14.7/5.7/2.1/0.0%,73.2/18.2/8.5/0.1/0.0/0.0%,0.967,0.95,,0.228609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_494,54MB,1467930,76295,5.20%,6010,1461920,99.59%,0.02KB/s,3.98KB/s,0.0~36.26GB,0.0~36.26GB,0.032GB,0.022GB,0.0~36.25GB,0.304GB,None,None,-0.904176,84.2/9.3/5.2/1.2/0.0/0.0%,75.6/15.9/8.3/0.1/0.1/0.0%,0.104,0,,0.151393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_495,100MB,2691126,184876,6.87%,487652,2203474,81.88%,4.46KB/s,6.12KB/s,0.01~20.34GB,0.01~20.34GB,0.321GB,0.081GB,0.0~20.2GB,0.716GB,0.390617,0.396812,-0.393017,50.2/28.3/14.5/5.1/1.9/0.0%,75.5/16.1/8.3/0.1/0.0/0.0%,0.965,0.945,,0.227452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_496,69MB,1866987,139294,7.46%,4004,1862983,99.79%,0.05KB/s,4.99KB/s,0.0~20.49GB,0.0~20.48GB,0.126GB,0.015GB,0.0~20.52GB,0.809GB,0.457819,None,-0.527949,53.0/25.0/12.3/5.0/4.7/0.0%,61.2/33.5/5.2/0.1/0.0/0.0%,0.19,0.025,,0.168438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_497,17MB,475600,44689,9.40%,25,475575,99.99%,0.0KB/s,1.11KB/s,0.0~14.16GB,0.0~14.16GB,0.0GB,0.0GB,0.0~18.41GB,0.214GB,None,None,-0.745563,100.0/0.0/0.0/0.0/0.0/0.0%,86.1/10.6/2.9/0.3/0.1/0.0%,0,0,,0.479584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_498,129MB,3316525,224782,6.78%,12,3316513,100.00%,0.0KB/s,13.12KB/s,84.0~976.03GB,84.0~976.03GB,0.0GB,0.0GB,0.0~976.13GB,1.346GB,None,None,-0.594067,100.0/0.0/0.0/0.0/0.0/0.0%,73.2/12.6/12.2/1.9/0.0/0.0%,0,0,,0.398502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_499,18MB,477249,45466,9.53%,0,477249,100.00%,0.0KB/s,1.11KB/s,0.0~0.0GB,0.0~0.0GB,0.0GB,0.0GB,0.0~18.38GB,0.207GB,None,None,-0.855787,0.0/0.0/0.0/0.0/0.0/0.0%,85.7/11.0/3.0/0.1/0.1/0.0%,0,0,,0.518903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_500,148MB,3924554,131654,3.35%,114,3924440,100.00%,0.0KB/s,13.71KB/s,2.0~58.03GB,2.0~58.03GB,0.001GB,0.001GB,0.0~72.23GB,0.697GB,None,None,-0.85173,61.4/21.9/14.9/1.8/0.0/0.0%,72.4/18.3/8.4/0.9/0.0/0.0%,0,0,,0.419552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_501,51MB,1368273,50752,3.71%,2294,1365979,99.83%,0.02KB/s,2.72KB/s,0.0~82.19GB,0.0~82.19GB,0.038GB,0.01GB,0.0~82.19GB,0.205GB,0.086358,None,-0.913578,66.6/21.6/6.8/3.2/1.7/0.0%,86.2/12.0/1.7/0.1/0.0/0.0%,0.115,0.105,,0.209533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_502,157MB,4130659,175186,4.24%,159057,3971602,96.15%,1.58KB/s,15.98KB/s,0.01~32.03GB,0.01~32.03GB,0.468GB,0.108GB,0.0~32.0GB,0.781GB,0.078705,0.017749,-0.911125,64.5/20.0/8.9/3.5/3.1/0.0%,49.7/38.3/11.9/0.1/0.0/0.0%,0.851,0.866,,0.333562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_503,39MB,1037612,122611,11.82%,4537,1033075,99.56%,0.02KB/s,3.16KB/s,0.04~22.0GB,0.04~22.0GB,0.057GB,0.024GB,0.0~30.0GB,2.2GB,0.671383,None,-0.911171,49.2/32.8/15.5/2.5/0.0/0.0%,80.9/12.8/5.2/0.7/0.3/0.0%,0.002,0,,0.402687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_504,133MB,3510844,193611,5.51%,2396305,1114539,31.75%,76.31KB/s,4.35KB/s,0.0~26.16GB,0.0~26.16GB,2.754GB,0.129GB,0.0~26.16GB,4.398GB,0.067229,0.420089,0.676779,31.7/21.1/17.9/17.3/12.1/0.0%,73.9/13.7/10.4/1.9/0.1/0.0%,0.984,0.979,,0.297858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_505,21MB,585581,63225,10.80%,35005,550576,94.02%,0.52KB/s,1.35KB/s,0.0~18.24GB,0.0~18.24GB,0.503GB,0.055GB,0.0~18.24GB,0.375GB,None,0.654546,-0.735382,58.5/19.9/10.8/5.5/5.4/0.0%,85.5/10.2/3.8/0.3/0.2/0.0%,0.64,0.488,,0.487393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_506,90MB,2382487,155072,6.51%,159616,2222871,93.30%,1.41KB/s,5.86KB/s,0.04~38.03GB,0.04~38.03GB,0.061GB,0.018GB,0.0~20.0GB,0.599GB,0.588256,0.024909,-0.645546,39.2/29.2/20.1/11.5/0.0/0.0%,78.2/13.4/8.4/0.0/0.0/0.0%,0.976,0,,0.220514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_507,1.48GB,38843592,4364486,11.24%,4136381,34707211,89.35%,177.95KB/s,184.33KB/s,0.0~298.0GB,0.0~298.0GB,,0.188GB,,,None,0.019701,-0.889688,2.2/1.2/7.1/89.5/0.0/0.0%,60.0/32.5/6.1/0.1/1.3/0.0%,0.786,0,,0.139624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_508,90MB,2392644,142156,5.94%,158589,2234055,93.37%,1.39KB/s,5.89KB/s,0.04~38.03GB,0.04~38.03GB,0.06GB,0.018GB,0.0~20.0GB,0.545GB,0.579267,-0.011194,-0.52202,39.9/28.9/19.9/11.3/0.0/0.0%,78.4/13.1/8.5/0.0/0.0/0.0%,0.975,0,,0.221938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_509,857MB,22444798,1726424,7.69%,15333,22429465,99.93%,0.24KB/s,52.83KB/s,0.01~40.34GB,0.01~40.34GB,0.322GB,0.038GB,0.0~40.25GB,8.471GB,0.185656,None,-0.622024,47.2/24.4/15.9/7.7/4.8/0.0%,87.5/8.8/2.8/0.9/0.0/0.0%,0.436,0.411,,0.50636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_510,93MB,2482852,179096,7.21%,166924,2315928,93.28%,1.41KB/s,6.02KB/s,0.04~38.03GB,0.04~38.03GB,0.06GB,0.018GB,0.0~20.0GB,0.694GB,0.569809,0.036374,-0.625773,40.1/29.7/19.5/10.7/0.0/0.0%,79.1/12.7/8.1/0.0/0.0/0.0%,0.977,0,,0.225612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_511,439MB,11682641,828836,7.09%,6855,11675786,99.94%,0.1KB/s,24.9KB/s,0.0~22.25GB,0.0~22.25GB,0.216GB,0.028GB,0.0~22.33GB,3.722GB,0.03264,0.193111,-0.851708,57.7/21.6/11.0/4.6/5.1/0.0%,86.9/10.5/1.8/0.8/0.0/0.0%,0.095,0.101,,0.465773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_512,281MB,7526626,611607,8.13%,124114,7402512,98.35%,1.07KB/s,30.96KB/s,0.0~39.98GB,0.0~39.97GB,2.139GB,0.391GB,0.0~39.99GB,6.718GB,0.332626,0.851775,-0.904678,80.6/9.4/4.4/2.4/3.0/0.0%,80.2/7.9/7.9/3.9/0.0/0.0%,0.213,0.139,,0.450129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_513,857MB,22441237,1665847,7.42%,14093,22427144,99.94%,0.21KB/s,53.08KB/s,0.01~40.34GB,0.01~40.34GB,0.285GB,0.034GB,0.0~40.22GB,7.918GB,0.2632,None,-0.666357,41.4/26.4/19.5/8.6/4.2/0.0%,87.3/9.1/2.8/0.9/0.0/0.0%,0.442,0.375,,0.507798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_514,11MB,300893,33643,11.18%,146,300747,99.95%,0.0KB/s,0.67KB/s,0.0~18.2GB,0.0~18.2GB,0.003GB,0.001GB,0.0~18.45GB,0.178GB,0.019687,None,-0.822262,50.0/30.1/9.6/10.3/0.0/0.0%,85.4/11.8/2.5/0.2/0.1/0.0%,0,0,,0.538441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_515,96MB,2539211,188337,7.42%,56870,2482341,97.76%,0.14KB/s,16.64KB/s,0.0~48.0GB,0.0~48.0GB,0.332GB,0.216GB,0.0~49.11GB,6.418GB,0.85045,None,0.181432,95.1/3.3/0.9/0.5/0.3/0.0%,70.6/6.6/20.7/0.8/1.3/0.0%,0.042,0.022,,0.336481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_516,1MB,44123,20262,45.92%,7746,36377,82.44%,0.1KB/s,0.62KB/s,0.01~30.77GB,0.01~30.77GB,0.245GB,0.037GB,0.0~30.78GB,1.483GB,0.408966,0.398108,-0.499608,50.0/26.8/13.3/6.2/3.7/0.0%,73.9/11.6/5.0/1.7/7.9/0.0%,0.04,0.047,,0.384607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_517,75MB,1994153,153840,7.71%,42,1994111,100.00%,0.0KB/s,6.91KB/s,1.71~16.0GB,1.71~16.0GB,0.0GB,0.0GB,0.0~20.24GB,1.246GB,None,None,-0.526359,85.7/7.1/2.4/4.8/0.0/0.0%,72.5/21.3/5.5/0.2/0.4/0.0%,0,0,,0.350481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_518,64MB,1698600,80856,4.76%,544,1698056,99.97%,0.0KB/s,5.91KB/s,0.0~38.04GB,0.0~38.04GB,0.006GB,0.002GB,0.0~38.54GB,0.557GB,None,None,0.081143,75.6/13.4/8.1/2.4/0.6/0.0%,71.8/19.7/7.7/0.5/0.4/0.0%,0.022,0,,0.268795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_519,74MB,1982432,75461,3.81%,1029,1981403,99.95%,0.03KB/s,4.9KB/s,2.13~36.04GB,2.13~36.04GB,0.073GB,0.004GB,0.0~36.33GB,0.791GB,None,None,-0.389039,50.3/20.0/11.0/6.4/12.2/0.0%,71.7/26.0/1.9/0.4/0.1/0.0%,0,0,,0.24326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_520,19MB,525581,47064,8.95%,545,525036,99.90%,0.02KB/s,1.23KB/s,0.0~18.24GB,0.0~18.24GB,0.046GB,0.002GB,0.0~18.25GB,0.213GB,None,None,-0.875365,34.1/22.2/19.3/10.3/14.1/0.0%,87.7/9.1/2.7/0.3/0.1/0.0%,0.008,0,,0.520519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_521,111MB,2967886,127038,4.28%,10,2967876,100.00%,0.0KB/s,8.92KB/s,2.0~16.23GB,2.0~16.23GB,0.0GB,0.0GB,0.0~24.34GB,0.603GB,None,None,-0.743192,60.0/40.0/0.0/0.0/0.0/0.0%,75.2/17.5/5.6/1.7/0.1/0.0%,0,0,,0.414912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_522,975MB,25569195,1317289,5.15%,27172,25542023,99.89%,0.58KB/s,53.57KB/s,0.01~30.0GB,0.01~30.0GB,0.878GB,0.044GB,0.0~30.03GB,6.6GB,0.018647,None,-0.846122,61.7/15.2/8.9/4.8/9.3/0.0%,88.7/8.6/2.3/0.4/0.0/0.0%,0.594,0.314,,0.387083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_523,90MB,2377498,72734,3.06%,0,2377498,100.00%,0.0KB/s,11.33KB/s,0.0~0.0GB,0.0~0.0GB,0.0GB,0.0GB,0.0~38.0GB,0.582GB,None,None,0.401528,0.0/0.0/0.0/0.0/0.0/0.0%,73.3/16.8/7.1/1.9/0.9/0.0%,0,0,,0.263155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_524,14MB,393318,37987,9.66%,0,393318,100.00%,0.0KB/s,0.96KB/s,0.0~0.0GB,0.0~0.0GB,0.0GB,0.0GB,0.0~22.28GB,0.171GB,None,None,-0.584315,0.0/0.0/0.0/0.0/0.0/0.0%,87.5/8.5/3.7/0.2/0.2/0.0%,0,0,,0.512878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_525,92MB,2461424,157571,6.40%,173455,2287969,92.95%,1.45KB/s,5.96KB/s,0.04~38.03GB,0.04~38.03GB,0.06GB,0.018GB,0.0~20.0GB,0.608GB,0.572722,0.055769,-0.535188,41.5/29.0/19.1/10.4/0.0/0.0%,79.0/12.5/8.4/0.1/0.0/0.0%,0.978,0,,0.224909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_526,0MB,18697,6392,34.19%,30,18667,99.84%,0.0KB/s,0.06KB/s,0.59~2.91GB,0.59~2.91GB,0.003GB,0.0GB,0.0~30.0GB,0.085GB,None,None,None,0.0/13.3/0.0/86.7/0.0/0.0%,78.3/14.9/5.6/0.8/0.3/0.0%,0,0,,0.36439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_527,21MB,575641,52911,9.19%,150,575491,99.97%,0.0KB/s,1.56KB/s,0.04~8.29GB,0.04~8.29GB,0.003GB,0.001GB,0.0~18.43GB,0.218GB,0.011557,None,-0.800755,52.7/24.0/15.3/7.3/0.7/0.0%,65.6/28.6/5.7/0.1/0.0/0.0%,0,0,,0.188416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_528,41MB,1127063,62483,5.54%,6,1127057,100.00%,0.0KB/s,2.75KB/s,0.04~18.22GB,1.09~14.21GB,0.0GB,0.0GB,0.0~20.19GB,0.269GB,None,None,-0.792081,16.7/16.7/33.3/33.3/0.0/0.0%,66.5/29.4/3.9/0.1/0.1/0.0%,0,0,,0.213765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_529,38MB,1035408,66424,6.42%,319,1035089,99.97%,0.0KB/s,3.07KB/s,0.0~16.13GB,0.0~16.13GB,0.009GB,0.001GB,0.0~18.0GB,0.264GB,None,None,-0.914212,41.7/20.7/20.4/17.2/0.0/0.0%,71.2/19.4/9.2/0.1/0.1/0.0%,0,0,,0.068683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_530,17MB,453805,46668,10.28%,15,453790,100.00%,0.0KB/s,3.88KB/s,6.0~22.13GB,6.0~22.13GB,0.0GB,0.0GB,0.0~34.29GB,1.691GB,None,None,-0.336945,46.7/13.3/20.0/20.0/0.0/0.0%,80.6/10.8/4.5/0.9/3.2/0.0%,0,0,,0.498084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_531,90MB,2396044,141248,5.90%,162185,2233859,93.23%,1.41KB/s,5.87KB/s,0.04~38.03GB,0.04~38.03GB,0.06GB,0.018GB,0.0~20.0GB,0.539GB,0.597344,-0.000177,-0.64587,39.2/29.7/20.1/11.1/0.0/0.0%,78.6/12.9/8.5/0.0/0.0/0.0%,0.977,0,,0.218615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_532,160MB,4286731,149785,3.49%,325,4286406,99.99%,0.0KB/s,12.34KB/s,4.14~26.27GB,4.14~26.27GB,0.008GB,0.002GB,0.0~34.13GB,0.788GB,None,None,-0.230909,26.8/39.7/25.5/7.1/0.9/0.0%,67.6/24.5/7.8/0.1/0.0/0.0%,0,0,,0.183767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_533,19MB,509671,47441,9.31%,510,509161,99.90%,0.01KB/s,1.17KB/s,2.0~18.29GB,2.0~18.29GB,0.014GB,0.002GB,0.0~18.51GB,0.211GB,None,None,-0.534468,37.6/29.0/22.5/9.2/1.6/0.0%,85.6/10.7/3.5/0.2/0.1/0.0%,0,0,,0.508903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_534,18MB,477061,46043,9.65%,0,477061,100.00%,0.0KB/s,1.11KB/s,0.0~0.0GB,0.0~0.0GB,0.0GB,0.0GB,0.0~18.27GB,0.21GB,None,None,-0.853231,0.0/0.0/0.0/0.0/0.0/0.0%,86.2/10.0/3.5/0.1/0.1/0.0%,0,0,,0.50891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_535,41MB,1115095,60574,5.43%,0,1115095,100.00%,0.0KB/s,2.72KB/s,0.0~0.0GB,0.0~0.0GB,0.0GB,0.0GB,0.0~20.19GB,0.256GB,None,None,-0.828829,0.0/0.0/0.0/0.0/0.0/0.0%,66.2/29.8/3.9/0.1/0.1/0.0%,0,0,,0.208328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_536,79MB,2094914,243661,11.63%,83154,2011760,96.03%,0.48KB/s,8.06KB/s,0.0~106.0GB,0.0~106.0GB,0.706GB,0.212GB,0.0~106.13GB,2.051GB,0.347747,0.312736,-0.735867,65.2/20.1/7.6/7.1/0.0/0.0%,71.9/18.0/9.3/0.4/0.5/0.0%,0.444,0,,0.254463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_537,90MB,2391961,163457,6.83%,163940,2228021,93.15%,1.39KB/s,5.88KB/s,0.04~38.03GB,0.04~38.03GB,0.064GB,0.018GB,0.0~20.0GB,0.627GB,0.595303,0.00838,-0.667059,42.3/28.1/18.6/11.1/0.0/0.0%,78.5/12.9/8.6/0.0/0.0/0.0%,0.976,0,,0.221518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_538,574MB,14348493,6134423,42.75%,4743581,9604912,66.94%,642.48KB/s,1155.68KB/s,0.0~198.03GB,0.0~198.03GB,117.317GB,0.417GB,0.0~198.03GB,125.869GB,0.689355,0.782664,-0.694489,2.7/1.1/10.6/15.3/70.4/0.0%,12.9/5.0/7.1/12.4/62.6/0.0%,0.599,0.923,,0.790329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_539,136MB,3602265,154292,4.28%,400519,3201746,88.88%,4.46KB/s,43.97KB/s,0.0~24.15GB,0.0~24.15GB,0.548GB,0.115GB,0.0~24.15GB,0.649GB,-0.270882,0.274735,0.918147,58.9/21.9/11.2/4.5/3.4/0.0%,61.9/19.5/8.8/4.3/5.5/0.0%,0.937,0.932,,0.334269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_540,81MB,2173069,104783,4.82%,51,2173018,100.00%,0.0KB/s,7.09KB/s,2.26~18.23GB,2.26~18.23GB,0.002GB,0.0GB,0.0~24.37GB,0.501GB,None,None,-0.825311,58.8/15.7/15.7/7.8/2.0/0.0%,72.9/17.6/7.2/2.2/0.1/0.0%,0,0,,0.269482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_541,17MB,475063,44754,9.42%,0,475063,100.00%,0.0KB/s,1.09KB/s,0.0~0.0GB,0.0~0.0GB,0.0GB,0.0GB,0.0~18.63GB,0.204GB,None,None,-0.756351,0.0/0.0/0.0/0.0/0.0/0.0%,86.2/10.6/2.9/0.2/0.1/0.0%,0,0,,0.519801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
