标识,文件大小,总数,独一无二数,分散度,读数,写数,写占比,平均读带宽,平均写带宽,读空间范围,小读空间范围,读空间大小,小读空间大小,写空间范围,写空间大小,Pea_RB_WB(h),Pea_RB_R,Pea_WB_W,R_4/16/64/256/1024/max%,W_4/16/64/256/1024/max%,R_RAR_s,R_RAR_b,,随机率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_744,63MB,1644094,498175,30.30%,17,1644077,100.00%,0.0KB/s,6.05KB/s,0.04~52.13GB,0.04~52.13GB,0.0GB,0.0GB,0.0~104.0GB,3.888GB,None,None,0.224534,100.0/0.0/0.0/0.0/0.0/0.0%,54.5/27.7/17.8/0.0/0.0/0.0%,0.353,0,,0.084122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_745,563MB,14070720,6071691,43.15%,4642430,9428290,67.01%,623.96KB/s,1130.04KB/s,0.0~198.03GB,0.0~198.03GB,125.551GB,0.495GB,0.0~198.03GB,139.98GB,0.691163,0.90169,-0.695937,2.8/1.2/10.7/15.4/69.8/0.0%,13.1/5.1/7.1/12.3/62.4/0.0%,0.561,0.915,,0.787249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_746,1010MB,25023536,4597036,18.37%,1082928,23940608,95.67%,19.1KB/s,3096.94KB/s,0.01~499.7GB,0.01~499.7GB,,4.118GB,,,-0.296251,,,51.6/31.0/7.2/2.6/7.6/0.0%,7.9/6.1/5.6/12.8/67.6/0.0%,0.249,0.087,,0.754463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_747,44MB,1176284,212950,18.10%,4,1176280,100.00%,0.0KB/s,5.27KB/s,12.0~16.0GB,12.0~16.0GB,0.0GB,0.0GB,0.0~50.25GB,5.562GB,None,None,0.872299,100.0/0.0/0.0/0.0/0.0/0.0%,57.8/30.2/5.7/6.2/0.0/0.0%,0,0,,0.03297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_748,713MB,18108928,3573855,19.74%,1937475,16171453,89.30%,42.29KB/s,1829.73KB/s,0.0~98.88GB,0.0~98.0GB,47.404GB,8.643GB,0.0~100.0GB,94.005GB,0.221355,0.1111,-0.379598,27.4/46.4/11.5/5.9/8.7/0.0%,10.7/8.9/8.9/13.0/58.4/0.0%,0.305,0.478,,0.664385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_749,576MB,14370069,6116906,42.57%,4757730,9612339,66.89%,644.25KB/s,1156.2KB/s,0.0~198.03GB,0.0~198.03GB,95.612GB,0.418GB,0.0~198.03GB,136.56GB,0.690884,0.894806,-0.697605,2.7/1.1/10.5/15.3/70.4/0.0%,12.9/5.0/7.1/12.4/62.6/0.0%,0.607,0.937,,0.790178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_750,325MB,8553610,395990,4.63%,9328,8544282,99.89%,0.08KB/s,20.64KB/s,0.04~94.94GB,0.04~94.94GB,0.111GB,0.016GB,0.0~95.0GB,2.01GB,0.219938,None,-0.714414,60.9/17.2/9.8/12.1/0.0/0.0%,86.6/8.8/4.0/0.6/0.0/0.0%,0.57,0,,0.595959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_751,578MB,14440273,6098636,42.23%,4780744,9659529,66.89%,646.91KB/s,1164.12KB/s,0.0~198.03GB,0.0~198.03GB,105.638GB,0.418GB,0.0~198.03GB,126.032GB,0.68882,0.270465,-0.698836,2.7/1.1/10.5/15.3/70.4/0.0%,12.9/5.0/7.1/12.3/62.8/0.0%,0.606,0.931,,0.790424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_752,131MB,3331086,873900,26.23%,9573,3321513,99.71%,0.03KB/s,147.16KB/s,0.0~427.73GB,0.0~427.73GB,0.078GB,0.04GB,0.0~499.94GB,99.711GB,0.048962,0.324119,-0.627669,73.5/22.6/2.0/1.4/0.5/0.0%,30.8/29.9/11.2/6.5/21.6/0.0%,0.09,0.021,,0.570198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_753,67MB,1753108,373852,21.33%,0,1753108,100.00%,0.0KB/s,34.0KB/s,0.0~0.0GB,0.0~0.0GB,0.0GB,0.0GB,0.0~99.99GB,43.006GB,None,None,-0.835696,0.0/0.0/0.0/0.0/0.0/0.0%,55.9/23.3/9.2/2.4/9.1/0.0%,0,0,,0.209325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_754,110MB,2867316,837362,29.20%,7271,2860045,99.75%,1.0KB/s,76.67KB/s,0.0~98.0GB,0.0~98.0GB,2.547GB,0.001GB,0.0~99.99GB,92.891GB,None,None,-0.481218,1.0/0.4/8.8/18.3/71.5/0.0%,53.7/19.4/9.8/4.6/12.5/0.0%,0.018,0,,0.254898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_755,75MB,1944677,418081,21.50%,80573,1864104,95.86%,2.43KB/s,36.23KB/s,0.0~250.0GB,0.0~250.0GB,5.261GB,0.154GB,0.0~244.91GB,79.826GB,None,0.990388,-0.920314,24.0/11.2/3.3/61.5/0.0/0.0%,54.1/27.7/6.3/2.7/9.2/0.0%,0.042,0,,0.154367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_756,47MB,1212334,75547,6.23%,28,1212306,100.00%,0.0KB/s,6.56KB/s,0.0~2.0GB,0.0~2.0GB,0.0GB,0.0GB,0.0~292.13GB,1.589GB,None,None,0.268427,42.9/39.3/14.3/3.6/0.0/0.0%,55.1/1.8/42.4/0.7/0.0/0.0%,0,0,,0.030313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_757,39MB,1051597,69285,6.59%,4,1051593,100.00%,0.0KB/s,21.82KB/s,4.03~4.14GB,4.03~4.03GB,0.0GB,0.0GB,0.0~52.13GB,0.733GB,None,None,0.954095,75.0/0.0/25.0/0.0/0.0/0.0%,55.1/27.7/6.0/1.6/9.7/0.0%,0,0,,0.199982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_758,0MB,836,550,65.79%,120,716,85.65%,0.0KB/s,0.0KB/s,0.0~16.81GB,0.0~16.14GB,0.002GB,0.0GB,0.0~17.04GB,0.003GB,None,None,None,17.5/21.7/60.8/0.0/0.0/0.0%,86.2/7.7/5.9/0.3/0.0/0.0%,0,0,,0.373206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_759,560MB,13984421,6081507,43.49%,4612225,9372196,67.02%,623.79KB/s,1121.25KB/s,0.0~198.03GB,0.0~198.03GB,137.345GB,0.427GB,0.0~198.03GB,139.386GB,0.693639,0.524185,-0.695543,2.8/1.1/10.5/15.3/70.3/0.0%,13.2/5.1/7.0/12.4/62.3/0.0%,0.596,0.908,,0.78806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_760,14MB,385760,51174,13.27%,18635,367125,95.17%,1.04KB/s,0.97KB/s,0.16~18.13GB,0.16~18.13GB,0.221GB,0.013GB,0.0~18.13GB,0.273GB,0.473558,-0.014497,-0.38764,18.1/7.5/15.2/11.7/47.6/0.0%,83.4/11.3/4.9/0.3/0.1/0.0%,0.476,0.934,,0.247701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_761,94MB,2409759,448187,18.60%,29775,2379984,98.76%,0.52KB/s,31.4KB/s,0.01~430.0GB,0.01~430.0GB,0.316GB,0.02GB,0.0~430.63GB,59.908GB,None,None,-0.435749,45.4/8.2/37.0/3.3/6.1/0.0%,70.1/6.1/16.3/1.7/5.8/0.0%,0.73,0.754,,0.282818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_762,29MB,776027,47402,6.11%,16706,759321,97.85%,1.3KB/s,1.51KB/s,0.64~18.82GB,0.64~18.8GB,0.171GB,0.001GB,0.15~18.82GB,0.233GB,None,0.735752,-0.541326,6.4/1.3/7.6/16.0/68.8/0.0%,88.6/9.3/1.9/0.2/0.0/0.0%,0.85,0.95,,0.288311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_763,96MB,2558279,78785,3.08%,670291,1887988,73.80%,11.86KB/s,3.67KB/s,0.04~29.21GB,0.04~29.21GB,0.388GB,0.03GB,0.03~29.21GB,0.315GB,0.159828,0.953073,-0.88183,64.9/5.1/10.1/10.5/9.3/0.0%,87.0/12.4/0.4/0.3/0.0/0.0%,0.985,0.983,,0.193078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_764,19MB,515748,54512,10.57%,16737,499011,96.75%,1.06KB/s,1.4KB/s,0.02~20.14GB,0.02~20.13GB,0.222GB,0.016GB,0.0~20.41GB,0.226GB,None,0.237644,-0.270762,10.0/7.2/14.8/17.6/50.4/0.0%,84.6/4.9/10.3/0.2/0.1/0.0%,0.202,0.935,,0.299662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_765,4MB,125264,15702,12.54%,3182,122082,97.46%,0.03KB/s,0.35KB/s,0.13~16.18GB,0.13~16.18GB,0.053GB,0.012GB,0.0~16.19GB,0.203GB,None,0.072247,-0.170208,34.3/24.7/39.1/1.7/0.2/0.0%,74.7/21.2/3.5/0.6/0.0/0.0%,0.101,0,,0.289373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_766,64MB,1718249,76073,4.43%,76782,1641467,95.53%,1.75KB/s,3.08KB/s,0.09~14.02GB,0.12~14.02GB,0.196GB,0.001GB,0.03~20.0GB,0.471GB,0.978985,-0.94816,-0.93125,63.6/0.4/15.8/3.7/16.5/0.0%,91.5/5.0/3.3/0.1/0.0/0.0%,0.994,0.947,,0.122568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_767,41MB,1091045,125814,11.53%,376459,714586,65.50%,3.43KB/s,4.19KB/s,9.88~30.82GB,9.88~30.82GB,0.478GB,0.186GB,1.0~30.87GB,0.719GB,None,0.176071,-0.483662,45.5/19.4/27.7/7.4/0.0/0.0%,75.9/16.3/5.5/0.6/1.7/0.0%,0.866,0,,0.209299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_768,20MB,533766,56159,10.52%,40037,493729,92.50%,1.38KB/s,1.6KB/s,0.32~24.5GB,0.54~24.49GB,0.272GB,0.013GB,0.15~24.5GB,0.26GB,0.544188,-0.097055,-0.272316,39.7/11.0/13.6/7.9/27.9/0.0%,81.7/4.9/13.0/0.4/0.1/0.0%,0.856,0.945,,0.285108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_769,36MB,983688,55415,5.63%,11920,971768,98.79%,0.77KB/s,1.9KB/s,0.16~26.39GB,0.16~26.39GB,0.229GB,0.005GB,0.15~26.39GB,0.291GB,0.550414,-0.020226,-0.726692,11.1/5.5/14.3/13.6/55.5/0.0%,86.4/12.5/1.0/0.1/0.0/0.0%,0.574,0.894,,0.155577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_770,141MB,3789101,315836,8.34%,1354035,2435066,64.27%,6.1KB/s,10.5KB/s,0.0~40.0GB,0.0~40.0GB,2.66GB,0.632GB,0.0~14.11GB,2.244GB,0.936879,-0.08865,-0.338871,10.4/79.9/8.6/0.7/0.4/0.0%,72.0/13.7/13.2/0.7/0.4/0.0%,0.931,0.717,,0.375855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_771,144MB,3673360,2306250,62.78%,4744,3668616,99.87%,0.12KB/s,209.4KB/s,0.0~750.49GB,0.0~750.49GB,0.233GB,0.009GB,0.0~814.03GB,252.871GB,None,None,-0.343095,35.5/30.9/15.8/7.4/10.5/0.0%,43.0/15.9/4.5/7.7/28.9/0.0%,0.557,0.115,,0.522853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_772,45MB,1187969,201690,16.98%,72,1187897,99.99%,0.0KB/s,3.69KB/s,0.0~200.0GB,0.0~200.0GB,0.0GB,0.0GB,0.0~168.13GB,2.173GB,None,None,-0.602861,100.0/0.0/0.0/0.0/0.0/0.0%,64.7/26.2/8.9/0.0/0.2/0.0%,0,0,,0.012471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_773,14MB,388812,44171,11.36%,16012,372800,95.88%,1.25KB/s,1.05KB/s,0.44~23.02GB,0.44~23.01GB,0.169GB,0.0GB,0.15~23.02GB,0.194GB,None,0.642364,-0.286444,5.7/1.6/8.6/15.4/68.7/0.0%,83.5/5.1/11.2/0.2/0.1/0.0%,0.927,0.947,,0.259606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_774,52MB,1382419,143951,10.41%,3,1382416,100.00%,0.0KB/s,4.51KB/s,2.0~4.0GB,2.0~4.0GB,0.0GB,0.0GB,0.0~94.13GB,1.809GB,None,None,-0.864304,100.0/0.0/0.0/0.0/0.0/0.0%,62.8/28.3/7.8/1.0/0.1/0.0%,0,0,,0.101962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_775,0MB,18457,11304,61.25%,0,18457,100.00%,0.0KB/s,0.04KB/s,0.0~0.0GB,0.0~0.0GB,0.0GB,0.0GB,0.0~96.13GB,0.076GB,None,None,0.653811,0.0/0.0/0.0/0.0/0.0/0.0%,69.9/23.6/6.5/0.0/0.0/0.0%,0,0,,0.065233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_776,27MB,716811,34509,4.81%,0,716811,100.00%,0.0KB/s,1.42KB/s,0.0~0.0GB,0.0~0.0GB,0.0GB,0.0GB,0.0~76.15GB,0.132GB,None,None,-0.597375,0.0/0.0/0.0/0.0/0.0/0.0%,82.4/17.3/0.3/0.0/0.0/0.0%,0,0,,0.025952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_777,16MB,429142,47790,11.14%,16926,412216,96.06%,1.3KB/s,1.35KB/s,0.4~17.93GB,0.4~17.93GB,0.179GB,0.001GB,0.15~17.94GB,0.254GB,None,0.171601,0.007128,6.0/1.6/8.6/16.0/67.8/0.0%,85.8/7.9/4.6/1.5/0.1/0.0%,0.814,0.95,,0.269535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_778,21MB,568997,48407,8.51%,235,568762,99.96%,0.0KB/s,1.39KB/s,24.03~46.0GB,24.03~46.0GB,0.001GB,0.001GB,0.0~88.0GB,0.744GB,None,None,-0.877988,99.6/0.0/0.0/0.4/0.0/0.0%,74.8/22.8/2.2/0.1/0.2/0.0%,0.009,0,,0.127628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_779,44MB,1194660,193696,16.21%,152302,1042358,87.25%,2.45KB/s,4.23KB/s,0.0~23.04GB,0.0~23.04GB,2.228GB,0.302GB,0.0~23.04GB,2.551GB,None,0.193566,-0.084281,38.1/10.3/38.6/5.1/8.0/0.0%,75.6/17.3/5.2/1.1/0.9/0.0%,0.174,0.949,,0.181473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_780,75MB,1943614,273722,14.08%,2332,1941282,99.88%,0.06KB/s,18.29KB/s,0.92~74.0GB,0.92~74.0GB,0.146GB,0.013GB,0.0~148.25GB,22.183GB,None,None,-0.462422,47.9/26.3/8.1/7.7/10.0/0.0%,61.8/18.2/15.8/1.3/3.0/0.0%,0,0,,0.212381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_781,38MB,1008204,64548,6.40%,89336,918868,91.14%,0.55KB/s,3.57KB/s,0.01~37.05GB,1.04~37.05GB,0.032GB,0.0GB,0.0~38.05GB,4.877GB,-0.001652,-0.946569,-0.780646,0.0/99.8/0.0/0.1/0.1/0.0%,80.6/17.8/0.1/0.4/1.1/0.0%,1,0,,0.022025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_782,27MB,724322,47518,6.56%,0,724322,100.00%,0.0KB/s,1.95KB/s,0.0~0.0GB,0.0~0.0GB,0.0GB,0.0GB,0.0~18.46GB,0.184GB,None,None,-0.262421,0.0/0.0/0.0/0.0/0.0/0.0%,64.4/26.5/9.0/0.0/0.1/0.0%,0,0,,0.02446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_783,150MB,3805974,361444,9.50%,325700,3480274,91.44%,0.85KB/s,31.25KB/s,0.01~994.0GB,0.01~994.0GB,0.863GB,0.578GB,0.0~995.21GB,25.558GB,None,0.206826,0.068589,83.8/12.7/2.3/1.2/0.0/0.0%,54.4/25.3/16.8/0.7/2.8/0.0%,0.6,0,,0.105703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_784,327MB,8342519,4951975,59.36%,2021384,6321135,75.77%,8.36KB/s,322.87KB/s,0.01~499.25GB,0.01~499.25GB,20.115GB,11.833GB,0.0~499.99GB,440.411GB,0.100086,0.023083,-0.724209,39.7/44.5/15.6/0.2/0.1/0.0%,46.8/10.0/9.2/8.4/25.5/0.0%,0.041,0.667,,0.416294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_785,169MB,4335609,722332,16.66%,14592,4321017,99.66%,0.06KB/s,188.62KB/s,0.0~376.59GB,0.0~376.59GB,0.135GB,0.059GB,0.0~407.0GB,2.129GB,-0.118087,0.424457,0.644084,73.3/21.6/2.5/1.7/0.8/0.0%,31.3/30.6/10.9/6.0/21.2/0.0%,0.113,0.047,,0.597641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_786,10MB,281673,51600,18.32%,165,281508,99.94%,0.0KB/s,0.61KB/s,0.0~20.0GB,0.0~20.0GB,0.001GB,0.0GB,0.0~10.25GB,0.197GB,None,0.999983,0.155705,67.9/8.5/17.0/6.7/0.0/0.0%,71.6/25.2/3.2/0.0/0.0/0.0%,0.651,0,,0.000238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_787,19MB,520160,81165,15.60%,6224,513936,98.80%,0.16KB/s,2.17KB/s,0.0~12.0GB,0.0~12.0GB,0.349GB,0.022GB,0.0~24.25GB,2.427GB,None,None,-0.460242,32.1/26.2/21.2/11.2/9.4/0.0%,63.5/28.8/6.3/0.7/0.8/0.0%,0.097,0.076,,0.098256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_788,19MB,543590,75519,13.89%,0,543590,100.00%,0.0KB/s,1.56KB/s,0.0~0.0GB,0.0~0.0GB,0.0GB,0.0GB,0.0~375.0GB,0.244GB,None,None,0.168426,0.0/0.0/0.0/0.0/0.0/0.0%,45.7/54.3/0.0/0.0/0.0/0.0%,0,0,,0.003424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_789,29MB,767340,108808,14.18%,3,767337,100.00%,0.0KB/s,1.93KB/s,0.0~60.13GB,0.0~60.13GB,0.0GB,0.0GB,0.0~60.7GB,0.558GB,None,None,0.287836,100.0/0.0/0.0/0.0/0.0/0.0%,62.5/29.8/7.7/0.0/0.0/0.0%,0,0,,0.005647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_790,11MB,296252,256154,86.46%,310,295942,99.90%,0.0KB/s,12.2KB/s,1.81~51.64GB,1.81~51.64GB,0.005GB,0.001GB,0.0~99.83GB,30.364GB,None,None,0.783394,83.9/8.1/2.9/2.6/2.6/0.0%,39.3/0.9/3.2/56.3/0.3/0.0%,0.041,0,,0.514889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_791,116MB,2828828,2101781,74.30%,42023,2786805,98.51%,0.34KB/s,314.02KB/s,4.53~2020.0GB,4.53~2020.0GB,,0.123GB,,,None,0.448056,-0.558591,82.9/6.0/4.1/4.5/2.5/0.0%,14.7/10.4/5.2/11.0/58.7/0.0%,0.226,0.39,,0.641449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_792,267MB,6803654,3433503,50.47%,5755923,1047731,15.40%,122.44KB/s,128.49KB/s,0.0~250.0GB,0.0~250.0GB,,8.668GB,,,0.994423,0.390319,-0.79509,48.8/5.7/3.1/42.4/0.0/0.0%,15.2/4.3/3.5/12.7/64.3/0.0%,0.366,0,,0.457229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_793,14MB,391373,107672,27.51%,0,391373,100.00%,0.0KB/s,1.26KB/s,0.0~0.0GB,0.0~0.0GB,0.0GB,0.0GB,0.0~75.3GB,0.658GB,None,None,-0.482048,0.0/0.0/0.0/0.0/0.0/0.0%,58.9/38.0/2.7/0.1/0.3/0.0%,0,0,,0.087014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_794,59MB,1564373,189637,12.12%,9822,1554551,99.37%,0.1KB/s,13.24KB/s,0.0~38.03GB,0.0~38.03GB,0.195GB,0.027GB,0.0~39.57GB,22.706GB,None,None,-0.816992,51.3/21.9/11.9/14.8/0.0/0.0%,72.8/16.0/6.0/2.3/2.9/0.0%,0.356,0,,0.425281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_795,9MB,243130,34957,14.38%,189,242941,99.92%,0.0KB/s,0.65KB/s,2.32~22.2GB,2.32~22.2GB,0.007GB,0.001GB,0.0~22.26GB,0.147GB,None,None,-0.770056,34.9/20.6/21.7/22.8/0.0/0.0%,74.6/21.9/3.1/0.2/0.2/0.0%,0,0,,0.096969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_796,3MB,88947,16895,18.99%,0,88947,100.00%,0.0KB/s,0.15KB/s,0.0~0.0GB,0.0~0.0GB,0.0GB,0.0GB,0.0~456.03GB,0.106GB,None,None,0.938963,0.0/0.0/0.0/0.0/0.0/0.0%,89.6/10.4/0.0/0.0/0.0/0.0%,0,0,,0.039181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_797,14MB,370577,35490,9.58%,1,370576,100.00%,0.0KB/s,0.94KB/s,10.0~10.0GB,10.0~10.0GB,0.0GB,0.0GB,0.0~18.0GB,0.168GB,None,None,-0.780822,100.0/0.0/0.0/0.0/0.0/0.0%,85.1/10.6/3.7/0.4/0.1/0.0%,0,0,,0.509573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_798,2MB,58771,14365,24.44%,223,58548,99.62%,0.0KB/s,0.19KB/s,312.0~326.0GB,312.0~326.0GB,0.001GB,0.001GB,312.0~510.25GB,0.126GB,None,None,0.922659,81.6/16.6/1.8/0.0/0.0/0.0%,79.6/11.5/7.9/0.9/0.1/0.0%,0.139,0,,0.051131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_799,6MB,158682,28989,18.27%,0,158682,100.00%,0.0KB/s,0.44KB/s,0.0~0.0GB,0.0~0.0GB,0.0GB,0.0GB,0.0~66.16GB,0.151GB,None,None,-0.349482,0.0/0.0/0.0/0.0/0.0/0.0%,80.7/13.3/6.0/0.0/0.0/0.0%,0,0,,0.040339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_800,6MB,159819,29084,18.20%,0,159819,100.00%,0.0KB/s,0.45KB/s,0.0~0.0GB,0.0GB,0.0~60.14GB,0.149GB,,,None,None,-0.732419,,,,,,0.041666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_801,87MB,2179308,1477177,67.78%,31383,2147925,98.56%,0.07KB/s,302.42KB/s,0.0~500.0GB,0.069GB,0.0~500.0GB,468.414GB,,,0.104876,0.40849,-0.612576,,,,,,0.774382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_802,0MB,5086,2550,50.14%,0,5086,100.00%,0.0KB/s,0.01KB/s,0.0~0.0GB,0.0GB,0.0~98.0GB,0.018GB,,,None,None,0.072701,,,,,,0.000983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_803,0MB,1304,798,61.20%,0,1304,100.00%,0.0KB/s,0.0KB/s,0.0~0.0GB,0.0GB,0.0~128.13GB,0.008GB,,,None,None,0.962719,,,,,,0.019172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_804,11.63GB,295920923,107309691,36.26%,248356764,47564159,16.07%,6217.35KB/s,6035.98KB/s,,,,,,,0.776613,,,,,,,,0.53484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_805,0MB,2797,1271,45.44%,3,2794,99.89%,0.0KB/s,0.01KB/s,249.76~249.76GB,0.0GB,0.0~409.5GB,0.011GB,,,None,None,0.59286,,,,,,0.085806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_806,17MB,477188,83991,17.60%,475806,1382,0.29%,0.71KB/s,0.0KB/s,0.0~2.97GB,0.32GB,0.0~3.0GB,0.001GB,,,None,1,0.943535,,,,,,0.000668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
