标识,文件大小,总数,独一无二数,分散度,读数,写数,写占比,平均读带宽,平均写带宽,读空间范围,小读空间范围,读空间大小,小读空间大小,写空间范围,写空间大小,Pea_RB_WB(h),Pea_RB_R(暂时出错),Pea_WB_W(暂时出错),Pea_RB_R,Pea_WB_W,R_4/16/64/256/1024/max%,W_4/16/64/256/1024/max%,R_RAR_s,R_RAR_b,,随机率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13230,22MB,801787,159700,19.92%,3698,798089,99.54%,0.14KB/s,10.08KB/s,0.0~43.25GB,,0.027GB,,0.0~43.33GB,0.633GB,,None,None,0.10817,0.136754,,,,,,0.269679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13236,29MB,1048832,44624,4.25%,23337,1025495,97.77%,2.49KB/s,8.26KB/s,0.0~1.49GB,,0.095GB,,0.0~1.49GB,0.264GB,,None,0.63224,-0.462792,-0.777089,,,,,,0.270222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13244,22MB,827085,48164,5.82%,971,826114,99.88%,0.01KB/s,5.51KB/s,1.82~8.87GB,,0.004GB,,0.0~8.98GB,0.164GB,,None,None,None,-0.93853,,,,,,0.095675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13253,57MB,2008642,240738,11.99%,100349,1908293,95.00%,0.77KB/s,31.43KB/s,0.77~114.12GB,,0.023GB,,0.0~114.13GB,2.899GB,,None,None,-0.608379,0.204147,,,,,,0.488712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13262,39MB,1328179,642727,48.39%,547589,780590,58.77%,10.41KB/s,59.69KB/s,0.04~148.03GB,,4.449GB,,0.0~148.0GB,11.019GB,,None,-0.812641,-0.032481,-0.911845,,,,,,0.283901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13265,87MB,3061804,401990,13.13%,161106,2900698,94.74%,9.35KB/s,42.77KB/s,0.0~48.38GB,,0.814GB,,0.0~48.38GB,2.198GB,,None,-0.074392,0.17227,0.169114,,,,,,0.527368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13270,317MB,11065784,798597,7.22%,4822112,6243672,56.42%,1351.82KB/s,91.15KB/s,0.0~52.0GB,,3.262GB,,0.0~52.0GB,7.359GB,,0.743875,0.314102,0.376736,0.512498,,,,,,0.674653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13279,72MB,2547221,350734,13.77%,464419,2082802,81.77%,10.29KB/s,24.31KB/s,0.0~51.61GB,,1.633GB,,0.0~51.61GB,1.199GB,,None,None,0.043568,-0.034164,,,,,,0.620545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13286,1.09GB,38950329,2692833,6.91%,13419771,25530558,65.55%,325.22KB/s,968.91KB/s,0.0~52.0GB,,8.364GB,,0.0~19.27GB,10.628GB,,0.489981,0.063867,0.742209,-0.010446,,,,,,0.587767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13294,11MB,411457,23943,5.82%,140628,270829,65.82%,5.28KB/s,5.55KB/s,0.0~20.0GB,,0.286GB,,0.13~16.42GB,0.077GB,,0.325691,0.213636,0.259457,0.382675,,,,,,0.466532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13299,40MB,1421923,456841,32.13%,25594,1396329,98.20%,0.95KB/s,30.38KB/s,0.0~30.78GB,,0.415GB,,0.0~31.06GB,4.21GB,,None,0.488581,-0.420272,-0.408687,,,,,,0.281696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13300,57MB,2028018,86126,4.25%,62002,1966016,96.94%,0.98KB/s,235.4KB/s,0.0~6.24GB,,0.227GB,,0.04~6.25GB,1.421GB,,None,0.681291,0.07711,0.734992,,,,,,0.472254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13308,52MB,1832079,278279,15.19%,16654,1815425,99.09%,0.61KB/s,29.81KB/s,0.0~38.14GB,,0.196GB,,0.0~38.21GB,1.49GB,,None,None,-0.270219,0.092413,,,,,,0.425511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13312,83MB,2923453,341426,11.68%,107250,2816203,96.33%,10.35KB/s,32.08KB/s,0.0~51.98GB,,0.12GB,,0.0~51.98GB,1.953GB,,None,None,0.656516,0.231334,,,,,,0.528701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13313,27MB,974152,51045,5.24%,3659,970493,99.62%,0.41KB/s,7.5KB/s,0.0~1.27GB,,0.1GB,,0.0~1.27GB,0.305GB,,None,None,-0.171405,-0.827454,,,,,,0.216565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13319,4MB,152612,13590,8.90%,0,152612,100.00%,0.0KB/s,1.04KB/s,0.0~0.0GB,,0.0GB,,0.0~3.0GB,0.055GB,,None,None,None,0.956069,,,,,,5.20E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13328,34MB,1221561,168108,13.76%,6208,1215353,99.49%,0.35KB/s,69.06KB/s,0.0~17.11GB,,0.021GB,,0.0~17.11GB,4.763GB,,None,0.078242,0.782183,0.099177,,,,,,0.488618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13332,114MB,4045614,88956,2.20%,68896,3976718,98.30%,0.79KB/s,384.23KB/s,0.0~4.0GB,,0.203GB,,0.0~4.02GB,0.9GB,,None,0.478157,0.001093,0.720266,,,,,,0.498232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13333,22MB,816123,129745,15.90%,15628,800495,98.09%,0.49KB/s,10.87KB/s,0.09~3.7GB,,0.124GB,,0.0~26.0GB,0.526GB,,None,None,-0.088344,-0.849118,,,,,,0.258414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13334,21MB,746399,137971,18.48%,39015,707384,94.77%,3.48KB/s,8.98KB/s,0.01~34.59GB,,0.093GB,,0.0~34.74GB,0.832GB,,None,0.199965,0.680001,0.321283,,,,,,0.504584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13343,4MB,169151,66711,39.44%,1523,167628,99.10%,0.02KB/s,2.65KB/s,0.05~42.5GB,,0.008GB,,0.0~42.58GB,0.553GB,,None,None,-0.50508,-0.685539,,,,,,0.266064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13349,1.19GB,42753324,1980389,4.63%,11466920,31286404,73.18%,204.67KB/s,1730.26KB/s,0.0~52.0GB,,5.765GB,,0.0~12.34GB,6.761GB,,0.484892,0.136348,0.813731,0.750647,,,,,,0.628641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13354,84MB,2943623,416708,14.16%,363050,2580573,87.67%,30.77KB/s,34.67KB/s,0.0~47.39GB,,1.442GB,,0.0~47.45GB,2.628GB,,None,None,-0.656182,0.182584,,,,,,0.611751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13361,97MB,3409323,423898,12.43%,21660,3387663,99.36%,1.02KB/s,45.35KB/s,0.0~19.0GB,,0.438GB,,0.0~26.0GB,2.913GB,,None,None,-0.383602,0.049594,,,,,,0.53237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13367,107MB,3779873,310383,8.21%,1233119,2546754,67.38%,83.34KB/s,38.57KB/s,0.02~38.94GB,,1.385GB,,0.0~38.95GB,2.382GB,,0.005596,None,0.438787,-0.873339,,,,,,0.369086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13368,18MB,609063,350402,57.53%,209668,399395,65.58%,173.52KB/s,30.96KB/s,0.0~100.0GB,,99.98GB,,0.0~96.09GB,1.778GB,,None,0.353548,-0.018534,0.62254,,,,,,0.550354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13371,84MB,2973440,196744,6.62%,37229,2936211,98.75%,1.33KB/s,36.99KB/s,0.0~22.09GB,,0.306GB,,0.0~22.2GB,4.621GB,,None,-0.025477,-0.201718,-0.41539,,,,,,0.580849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13377,91MB,3233668,285541,8.83%,616008,2617660,80.95%,18.92KB/s,38.16KB/s,0.0~25.93GB,,1.267GB,,0.0~26.0GB,1.546GB,,0.671348,None,0.264078,0.149947,,,,,,0.413791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13379,171MB,6072670,622932,10.26%,1599777,4472893,73.66%,133.08KB/s,60.16KB/s,0.0~199.95GB,,1.405GB,,0.0~199.95GB,8.792GB,,0.099195,0.383889,0.361155,-0.475641,,,,,,0.700219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13386,28MB,1007691,113669,11.28%,1898,1005793,99.81%,0.14KB/s,12.17KB/s,0.0~10.3GB,,0.039GB,,0.0~11.34GB,1.008GB,,None,None,-0.362278,-0.908599,,,,,,0.662843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13391,15MB,545738,73896,13.54%,77878,467860,85.73%,1.05KB/s,4.92KB/s,0.0~26.0GB,,0.054GB,,0.0~26.0GB,0.275GB,,None,None,0.112346,-0.702697,,,,,,0.103005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13392,38MB,1334599,227785,17.07%,120,1334479,99.99%,0.0KB/s,17.41KB/s,15.5~192.0GB,,0.0GB,,0.0~192.03GB,1.187GB,,None,None,None,0.295099,,,,,,0.484322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13401,84MB,2951626,332709,11.27%,3289,2948337,99.89%,0.17KB/s,38.69KB/s,0.0~24.11GB,,0.024GB,,0.0~24.16GB,2.035GB,,None,None,-0.544589,-0.062457,,,,,,0.503521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13403,34MB,1225781,201908,16.47%,383907,841874,68.68%,25.82KB/s,15.65KB/s,0.0~22.03GB,,2.463GB,,0.0~22.11GB,1.883GB,,None,0.530541,-0.226776,-0.715039,,,,,,0.363549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13411,43MB,1530621,74357,4.86%,23656,1506965,98.45%,0.78KB/s,115.86KB/s,0.05~10.02GB,,0.204GB,,0.0~26.0GB,0.632GB,,None,0.774215,-0.064909,0.638052,,,,,,0.34292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13414,73MB,2619013,207569,7.93%,841902,1777111,67.85%,39.2KB/s,22.93KB/s,0.0~52.0GB,,1.888GB,,0.0~9.12GB,2.854GB,,0.031927,0.288408,0.608673,-0.550629,,,,,,0.341612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13422,90MB,3159561,320607,10.15%,12474,3147087,99.61%,0.24KB/s,37.93KB/s,0.0~47.37GB,,0.054GB,,0.0~47.37GB,1.806GB,,None,None,-0.283503,0.58305,,,,,,0.460979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13429,182MB,6480032,413986,6.39%,1571200,4908832,75.75%,52.8KB/s,409.85KB/s,0.0~52.0GB,,2.706GB,,0.0~26.0GB,2.75GB,,0.667196,0.925415,-0.757192,0.678823,,,,,,0.57663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13433,149MB,5073946,371092,7.31%,75652,4998294,98.51%,0.55KB/s,121.01KB/s,0.08~250.0GB,,0.319GB,,0.0~299.1GB,5.502GB,,None,0.413717,0.070485,0.831583,,,,,,0.299291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13435,1.04GB,37283595,2531670,6.79%,13339177,23944418,64.22%,291.71KB/s,945.6KB/s,0.0~25.98GB,,7.134GB,,0.0~26.0GB,9.04GB,,0.463395,0.038546,0.736059,0.104824,,,,,,0.577289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13439,1.12GB,40196510,1727573,4.30%,10792211,29404299,73.15%,183.87KB/s,1735.85KB/s,0.0~52.0GB,,4.859GB,,0.0~12.07GB,5.278GB,,0.294163,-0.052152,0.776935,0.730556,,,,,,0.609562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13444,61MB,2202079,142066,6.45%,302665,1899414,86.26%,2.0KB/s,21.13KB/s,0.0~205.0GB,,0.001GB,,0.0~102.5GB,0.691GB,,None,None,0.113957,-0.785311,,,,,,0.194718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13448,53MB,1856506,276631,14.90%,115959,1740547,93.75%,2.03KB/s,40.92KB/s,0.0~49.67GB,,0.39GB,,0.0~49.71GB,1.649GB,,None,0.146418,0.193243,-0.447872,,,,,,0.418504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13455,6MB,248292,31597,12.73%,92362,155930,62.80%,4.3KB/s,1.35KB/s,0.0~52.0GB,,0.097GB,,0.0~2.68GB,0.183GB,,None,0.963051,-0.934521,-0.740877,,,,,,0.333208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13461,110MB,3847304,482911,12.55%,535092,3312212,86.09%,41.85KB/s,43.0KB/s,0.0~51.12GB,,1.666GB,,0.0~51.24GB,2.515GB,,None,None,-0.740798,-0.273599,,,,,,0.60316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13464,68MB,2434778,244966,10.06%,298060,2136718,87.76%,7.8KB/s,22.35KB/s,0.09~51.5GB,,1.537GB,,0.0~51.5GB,1.668GB,,None,0.222653,0.175482,-0.788063,,,,,,0.366425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13467,23MB,839912,164104,19.54%,26621,813291,96.83%,0.83KB/s,10.17KB/s,0.0~18.03GB,,0.073GB,,0.0~18.05GB,0.893GB,,None,None,0.17742,-0.782902,,,,,,0.259055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13476,151MB,5337008,832399,15.60%,2285809,3051199,57.17%,110.34KB/s,50.5KB/s,0.0~52.0GB,,2.605GB,,0.0~51.99GB,0.921GB,,None,-0.043625,-0.778852,-0.556546,,,,,,0.611699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13482,19MB,697273,25904,3.72%,2376,694897,99.66%,0.02KB/s,5.05KB/s,1.71~66.58GB,,0.001GB,,0.0~129.63GB,0.1GB,,None,None,0.268962,0.273173,,,,,,0.066069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13487,56MB,2022806,141990,7.02%,171834,1850972,91.51%,10.59KB/s,15.29KB/s,0.0~26.0GB,,0.446GB,,0.0~26.0GB,0.865GB,,None,None,-0.569753,-0.768312,,,,,,0.348445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13492,32MB,1146105,229961,20.06%,441305,704800,61.50%,20.48KB/s,9.33KB/s,0.09~25.9GB,,0.733GB,,0.0~26.0GB,1.224GB,,0.653331,-0.102742,-0.488624,-0.334766,,,,,,0.552025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13494,1.4GB,45132624,12663947,28.06%,3174998,41957626,92.97%,561.14KB/s,9147.86KB/s,,,,,,,,0.26328,-0.327873,-0.091772,-0.486387,,,,,,0.499256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13495,139MB,4823003,332321,6.89%,2766543,2056460,42.64%,1094.99KB/s,34.18KB/s,0.0~52.0GB,,0.326GB,,0.0~11.0GB,1.595GB,,0.877459,None,0.684468,0.953053,,,,,,0.776809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13503,31MB,1109407,138766,12.51%,93974,1015433,91.53%,1.54KB/s,11.87KB/s,0.1~5.97GB,,0.097GB,,0.0~26.0GB,0.487GB,,None,None,0.162013,-0.502352,,,,,,0.272136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13505,38MB,1363184,94166,6.91%,106637,1256547,92.18%,1.95KB/s,17.38KB/s,0.0~26.0GB,,0.153GB,,0.0~26.0GB,0.514GB,,None,0.729666,-0.139392,-0.556736,,,,,,0.268273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13513,48MB,1728527,84519,4.89%,13192,1715335,99.24%,0.48KB/s,76.22KB/s,0.0~26.0GB,,0.139GB,,0.0~26.0GB,0.557GB,,None,0.502772,-0.222167,0.421726,,,,,,0.257541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13518,31MB,1109887,192996,17.39%,12171,1097716,98.90%,0.53KB/s,18.41KB/s,0.0~26.0GB,,0.11GB,,0.0~26.0GB,1.891GB,,None,None,-0.214508,-0.656504,,,,,,0.295511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13524,83MB,2921527,320870,10.98%,243005,2678522,91.68%,24.16KB/s,32.37KB/s,0.0~52.0GB,,0.025GB,,0.0~52.0GB,2.046GB,,None,0.141091,0.587637,-0.229445,,,,,,0.651405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13526,53MB,1929337,91891,4.76%,80469,1848868,95.83%,4.15KB/s,174.45KB/s,0.0~26.0GB,,0.111GB,,0.0~26.0GB,0.563GB,,None,0.831976,-0.559493,0.766373,,,,,,0.362863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13528,34MB,1215282,166710,13.72%,414,1214868,99.97%,0.04KB/s,15.0KB/s,0.01~0.33GB,,0.001GB,,0.0~26.0GB,1.028GB,,None,None,-0.454507,-0.916598,,,,,,0.535492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13537,20MB,738305,101794,13.79%,135,738170,99.98%,0.0KB/s,22.15KB/s,0.09~4.74GB,,0.001GB,,0.0~11.0GB,0.674GB,,None,0.14514,None,0.151124,,,,,,0.417368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13544,26MB,946687,142233,15.02%,1576,945111,99.83%,0.06KB/s,11.68KB/s,0.1~3.7GB,,0.014GB,,0.0~26.0GB,0.556GB,,None,None,0.674325,-0.17897,,,,,,0.238486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13546,84MB,2948406,252288,8.56%,1531396,1417010,48.06%,69.11KB/s,34.33KB/s,0.0~8.32GB,,2.15GB,,0.0~8.32GB,3.15GB,,0.267374,0.179778,0.21615,0.101103,,,,,,0.462074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13548,29MB,1051472,185797,17.67%,4242,1047230,99.60%,0.13KB/s,14.68KB/s,0.0~27.75GB,,0.015GB,,0.0~27.82GB,0.979GB,,None,None,-0.22562,0.450112,,,,,,0.281124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13552,93MB,3264307,424378,13.00%,351522,2912785,89.23%,23.66KB/s,34.7KB/s,0.0~51.99GB,,1.785GB,,0.0~51.99GB,2.004GB,,0.492675,None,-0.231043,-0.048164,,,,,,0.541093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13557,71MB,2502676,261591,10.45%,6107,2496569,99.76%,0.31KB/s,27.26KB/s,0.0~26.0GB,,0.081GB,,0.0~26.0GB,1.569GB,,None,None,0.19453,0.569071,,,,,,0.592011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13564,3MB,114446,9721,8.49%,3,114443,100.00%,0.0KB/s,1.14KB/s,1.49~3.13GB,,0.0GB,,0.13~50.44GB,0.065GB,,None,None,None,-0.111224,,,,,,0.000245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13569,149MB,5168621,757440,14.65%,214953,4953668,95.84%,21.65KB/s,81.11KB/s,0.12~58.0GB,,0.037GB,,0.0~58.17GB,4.504GB,,None,-0.346341,0.656334,0.222643,,,,,,0.489122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13571,80MB,2826355,351756,12.45%,78310,2748045,97.23%,1.72KB/s,36.71KB/s,0.0~7.79GB,,0.569GB,,0.0~8.53GB,2.324GB,,None,None,-0.38978,0.05967,,,,,,0.467832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13573,77MB,2710228,246507,9.10%,1687,2708541,99.94%,0.15KB/s,31.56KB/s,0.0~52.0GB,,0.044GB,,0.0~12.52GB,1.56GB,,None,None,-0.166614,0.444644,,,,,,0.568972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13578,89MB,3121953,161966,5.19%,27225,3094728,99.13%,0.87KB/s,395.52KB/s,0.0~29.12GB,,0.157GB,,0.0~29.15GB,1.151GB,,None,0.92656,0.404889,0.915494,,,,,,0.56252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13579,0MB,2655,1176,44.29%,1,2654,99.96%,0.0KB/s,0.03KB/s,2.95~2.95GB,,0.0GB,,0.0~25.97GB,0.012GB,,None,None,None,None,,,,,,0.388324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13580,40MB,1435792,234704,16.35%,211017,1224775,85.30%,9.74KB/s,21.83KB/s,0.0~14.27GB,,3.387GB,,0.01~14.32GB,5.056GB,,None,0.45367,0.816853,-0.47022,,,,,,0.286145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13586,88MB,3093324,278593,9.01%,279871,2813453,90.95%,15.81KB/s,38.54KB/s,0.0~13.84GB,,1.826GB,,0.0~13.85GB,1.377GB,,None,None,-0.419433,-0.102962,,,,,,0.49534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13594,62MB,2177466,213555,9.81%,76072,2101394,96.51%,8.01KB/s,26.89KB/s,0.0~14.45GB,,0.049GB,,0.0~16.06GB,1.503GB,,None,None,0.684174,0.339016,,,,,,0.636884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13595,27MB,999986,120592,12.06%,60,999926,99.99%,0.01KB/s,13.13KB/s,0.04~0.13GB,,0.0GB,,0.0~2.44GB,0.465GB,,None,None,0.93922,-0.366556,,,,,,0.226795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13604,474MB,16281174,121897,0.75%,545999,15735175,96.65%,5.07KB/s,3044.78KB/s,0.0~26.0GB,,0.167GB,,0.0~26.0GB,0.662GB,,None,0.919204,0.23463,0.912965,,,,,,0.769713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13608,26MB,966916,41085,4.25%,1944,964972,99.80%,0.3KB/s,12.52KB/s,0.0~52.0GB,,0.128GB,,0.0~3.34GB,0.373GB,,None,0.364047,-0.084561,-0.895948,,,,,,0.346619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13617,141MB,4985822,523945,10.51%,140005,4845817,97.19%,9.42KB/s,75.53KB/s,0.0~36.62GB,,2.095GB,,0.0~36.62GB,5.617GB,,0.489231,0.66718,-0.147013,0.230989,,,,,,0.58512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13620,148MB,5138215,173734,3.38%,93804,5044411,98.17%,0.66KB/s,584.52KB/s,0.0~23.35GB,,0.178GB,,0.0~26.0GB,1.616GB,,None,0.877901,0.116787,0.806221,,,,,,0.585002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13626,53MB,1869598,52311,2.80%,65955,1803643,96.47%,0.47KB/s,382.84KB/s,0.0~1.32GB,,0.109GB,,0.0~1.32GB,0.347GB,,None,0.899583,0.037811,0.659314,,,,,,0.506606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13635,79MB,2777067,335542,12.08%,113560,2663507,95.91%,10.96KB/s,32.21KB/s,0.02~45.62GB,,0.088GB,,0.0~45.73GB,1.945GB,,None,None,0.708704,-0.079486,,,,,,0.545683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13638,65MB,2298542,318074,13.84%,64863,2233679,97.18%,5.27KB/s,28.47KB/s,0.0~41.12GB,,1.087GB,,0.0~41.17GB,1.8GB,,None,None,-0.235447,0.006325,,,,,,0.586501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13645,51MB,1818223,52166,2.87%,54946,1763277,96.98%,0.48KB/s,327.13KB/s,0.0~2.28GB,,0.109GB,,0.0~2.28GB,0.359GB,,None,0.941714,0.054063,0.921581,,,,,,0.503401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13646,31MB,1130673,89363,7.90%,17315,1113358,98.47%,0.67KB/s,9.36KB/s,0.0~26.0GB,,0.272GB,,0.0~26.0GB,0.542GB,,None,0.727665,0.018789,-0.581418,,,,,,0.236507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
