标识,文件大小,总数,独一无二数,分散度,读数,写数,写占比,平均读带宽,平均写带宽,读空间范围,小读空间范围,读空间大小,小读空间大小,写空间范围,写空间大小,Pea_RB_WB(h),Pea_RB_R(暂时出错),Pea_WB_W(暂时出错),Pea_RB_R,Pea_WB_W,R_4/16/64/256/1024/max%,W_4/16/64/256/1024/max%,R_RAR_s,R_RAR_b,,随机率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23482,13MB,464823,85699,18.44%,4179,460644,99.10%,0.35KB/s,8.7KB/s,0.0~52.0GB,,0.013GB,,0.0~6.35GB,0.786GB,,None,0.9576,0.520179,-0.341622,,,,,,0.315458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23488,21MB,773366,155385,20.09%,1446,771920,99.81%,0.04KB/s,11.47KB/s,0.0~32.75GB,,0.009GB,,0.0~32.77GB,1.648GB,,None,None,0.097513,-0.901402,,,,,,0.253966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23491,123MB,4333041,577880,13.34%,377498,3955543,91.29%,26.28KB/s,51.77KB/s,0.0~52.0GB,,1.66GB,,0.0~52.0GB,3.695GB,,None,0.190089,-0.553042,-0.27863,,,,,,0.557033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23497,73MB,2585520,318309,12.31%,2086,2583434,99.92%,0.11KB/s,88.46KB/s,0.0~39.52GB,,0.01GB,,0.0~39.54GB,2.119GB,,None,0.542516,-0.392107,0.607308,,,,,,0.440535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23501,12MB,433756,15974,3.68%,1013,432743,99.77%,0.02KB/s,8.77KB/s,0.0~3.44GB,,0.001GB,,0.13~3.45GB,0.063GB,,None,None,0.182182,-0.436237,,,,,,0.076366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23509,45MB,1590360,190436,11.97%,858,1589502,99.95%,0.06KB/s,19.29KB/s,0.05~20.62GB,,0.003GB,,0.0~26.0GB,1.046GB,,None,None,-0.145708,-0.818272,,,,,,0.423829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23515,31MB,1117773,86867,7.77%,25228,1092545,97.74%,0.98KB/s,10.82KB/s,0.0~51.5GB,,0.116GB,,0.0~51.5GB,0.521GB,,None,0.808728,-0.083631,-0.235345,,,,,,0.262447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23519,141MB,4960269,599360,12.08%,636503,4323766,87.17%,34.88KB/s,81.1KB/s,0.0~52.0GB,,2.549GB,,0.0~52.0GB,2.751GB,,0.171081,-0.106285,-0.359723,-0.240645,,,,,,0.56596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23521,37MB,1308319,150144,11.48%,1434,1306885,99.89%,0.08KB/s,14.87KB/s,0.0~26.0GB,,0.008GB,,0.0~26.0GB,0.608GB,,None,None,-0.285326,0.250444,,,,,,0.554006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23524,3MB,130894,36667,28.01%,0,130894,100.00%,0.0KB/s,2.87KB/s,0.0~0.0GB,,0.0GB,,0.0~74.31GB,0.796GB,,None,None,None,-0.363523,,,,,,0.020459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23525,278MB,9836010,44296,0.45%,9675203,160807,1.63%,62.69KB/s,4.22KB/s,0.0~300.0GB,,0.001GB,,0.0~99.38GB,1.393GB,,None,None,0.977825,-0.78967,,,,,,0.207407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23530,273MB,9674958,142,0.00%,9674949,9,0.00%,64.29KB/s,0.0KB/s,0.0~300.0GB,,0.001GB,,18.16~18.42GB,0.0GB,,None,None,0.98295,None,,,,,,0.199996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23539,2MB,73166,30263,41.36%,0,73166,100.00%,0.0KB/s,1.47KB/s,0.0~0.0GB,,0.0GB,,0.0~189.75GB,0.166GB,,None,None,None,0.109175,,,,,,0.06842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23544,26MB,927548,170843,18.42%,1917,925631,99.79%,0.16KB/s,17.62KB/s,0.0~16.42GB,,0.014GB,,0.0~16.47GB,1.732GB,,None,None,-0.420779,-0.526332,,,,,,0.2725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23549,18MB,666526,133362,20.01%,4267,662259,99.36%,0.19KB/s,12.74KB/s,0.0~16.23GB,,0.043GB,,0.0~16.34GB,1.516GB,,None,0.458216,-0.441816,-0.506325,,,,,,0.29294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23553,16MB,556695,160775,28.88%,494,556201,99.91%,0.01KB/s,7.43KB/s,0.01~99.56GB,,0.004GB,,0.0~99.56GB,0.651GB,,None,None,None,-0.738692,,,,,,0.148476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23561,72MB,2517685,398002,15.81%,547083,1970602,78.27%,18.1KB/s,21.91KB/s,0.0~47.76GB,,1.591GB,,0.0~47.79GB,1.336GB,,None,None,-0.212062,-0.089288,,,,,,0.499894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23563,11MB,402665,71486,17.75%,0,402665,100.00%,0.0KB/s,4.45KB/s,0.0~0.0GB,,0.0GB,,0.0~280.0GB,0.275GB,,None,None,None,-0.248651,,,,,,0.137559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23564,11MB,406023,94514,23.28%,52616,353407,87.04%,2.65KB/s,11.37KB/s,0.0~98.58GB,,0.496GB,,0.0~98.0GB,2.668GB,,None,0.588421,0.077945,0.283856,,,,,,0.172515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23573,98MB,3453824,385450,11.16%,180175,3273649,94.78%,18.26KB/s,40.53KB/s,0.0~36.88GB,,0.024GB,,0.0~36.96GB,2.077GB,,None,None,0.584388,0.331665,,,,,,0.600901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23577,90MB,3170312,353191,11.14%,127042,3043270,95.99%,13.34KB/s,38.99KB/s,0.0~20.0GB,,0.016GB,,0.0~20.91GB,2.527GB,,None,None,0.613805,-0.125781,,,,,,0.50273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23583,8MB,336935,106,0.03%,336935,0,0.00%,5.59KB/s,0.0KB/s,0.0~52.0GB,,0.006GB,,0.0~0.0GB,0.0GB,,None,None,0.997577,None,,,,,,0.07965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23588,27MB,957908,104986,10.96%,617,957291,99.94%,0.05KB/s,11.68KB/s,0.0~11.13GB,,0.019GB,,0.0~11.61GB,1.418GB,,None,None,-0.015783,-0.968414,,,,,,0.652454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23595,10MB,402579,19391,4.82%,302593,99986,24.84%,2.0KB/s,1.16KB/s,0.0~100.0GB,,0.0GB,,0.0~50.02GB,0.139GB,,None,None,0.956896,0.972856,,,,,,0.098433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23596,13MB,454467,107837,23.73%,109252,345215,75.96%,5.42KB/s,11.11KB/s,3.74~97.96GB,,0.538GB,,0.0~62.53GB,2.595GB,,None,0.621314,-0.053772,0.395053,,,,,,0.174932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23603,14MB,516913,72802,14.08%,60990,455923,88.20%,0.84KB/s,4.64KB/s,0.0~26.0GB,,0.052GB,,0.0~26.0GB,0.276GB,,None,None,0.147349,-0.755327,,,,,,0.08537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23605,52MB,1874406,133584,7.13%,640882,1233524,65.81%,37.42KB/s,15.0KB/s,0.0~52.0GB,,0.011GB,,0.0~16.32GB,1.018GB,,None,None,0.956407,-0.92317,,,,,,0.538617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23611,64MB,2274791,256926,11.29%,92311,2182480,95.94%,4.33KB/s,28.47KB/s,0.0~7.39GB,,0.65GB,,0.0~7.51GB,1.611GB,,0.330528,None,-0.223425,0.22027,,,,,,0.56404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23617,11MB,393236,66089,16.81%,201,393035,99.95%,0.02KB/s,4.24KB/s,0.21~3.59GB,,0.0GB,,0.0~26.0GB,0.276GB,,None,None,0.770281,-0.597792,,,,,,0.366937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23623,3MB,113881,30854,27.09%,0,113881,100.00%,0.0KB/s,1.27KB/s,0.0~0.0GB,,0.0GB,,0.0~424.99GB,0.141GB,,None,None,None,-0.669303,,,,,,0.041807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23630,1MB,55638,17216,30.94%,0,55638,100.00%,0.0KB/s,0.94KB/s,0.0~0.0GB,,0.0GB,,0.0~56.61GB,0.125GB,,None,None,None,0.313765,,,,,,0.011916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23633,5MB,197539,42332,21.43%,7627,189912,96.14%,0.62KB/s,1.85KB/s,0.0~2.62GB,,0.15GB,,0.0~2.62GB,0.314GB,,None,None,-0.036564,-0.26449,,,,,,0.146614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23634,13MB,445859,62341,13.98%,20,445839,100.00%,0.0KB/s,6.77KB/s,28.23~72.88GB,,0.0GB,,0.0~81.61GB,1.231GB,,None,None,None,-0.93494,,,,,,0.150213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23638,229MB,8216328,71399,0.87%,7558544,657784,8.01%,51.59KB/s,8.35KB/s,0.0~300.0GB,,0.0GB,,0.0~14.22GB,0.36GB,,None,None,0.981819,0.911368,,,,,,0.232668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23642,1MB,67015,18116,27.03%,0,67015,100.00%,0.0KB/s,1.01KB/s,0.0~0.0GB,,0.0GB,,0.0~85.5GB,0.166GB,,None,None,None,-0.93362,,,,,,0.006998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23646,5MB,192280,35283,18.35%,0,192280,100.00%,0.0KB/s,2.55KB/s,0.0~0.0GB,,0.0GB,,0.0~28.24GB,0.417GB,,None,None,None,-0.981063,,,,,,0.055554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23650,42MB,1504220,172423,11.46%,1054,1503166,99.93%,0.08KB/s,19.59KB/s,0.0~10.87GB,,0.012GB,,0.0~11.89GB,0.718GB,,None,None,-0.199192,-0.53761,,,,,,0.32124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23654,9MB,353822,46665,13.19%,13866,339956,96.08%,0.81KB/s,3.81KB/s,0.0~4.91GB,,0.194GB,,0.0~4.91GB,0.257GB,,None,0.342914,0.145755,-0.365851,,,,,,0.162983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23659,20MB,717018,73942,10.31%,717,716301,99.90%,0.02KB/s,35.71KB/s,0.0~26.0GB,,0.008GB,,0.0~26.0GB,0.339GB,,None,0.84651,None,0.951481,,,,,,0.232481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23663,1MB,39854,26951,67.62%,544,39310,98.64%,0.01KB/s,0.91KB/s,0.0~26.0GB,,0.007GB,,0.0~26.0GB,0.335GB,,None,None,None,-0.760774,,,,,,0.123451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23672,31MB,1105128,148402,13.43%,1208,1103920,99.89%,0.1KB/s,13.99KB/s,0.0~12.94GB,,0.016GB,,0.0~14.67GB,1.024GB,,None,None,-0.680022,-0.141372,,,,,,0.497162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23681,1MB,61714,17804,28.85%,7,61707,99.99%,0.0KB/s,2.0KB/s,18.0~22.0GB,,0.0GB,,0.0~24.25GB,0.817GB,,None,None,None,-0.905767,,,,,,0.024727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23687,20MB,713292,132182,18.53%,919,712373,99.87%,0.1KB/s,13.42KB/s,0.0~1.69GB,,0.005GB,,0.0~11.65GB,1.801GB,,None,None,-0.26822,-0.845436,,,,,,0.284219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23689,4MB,150585,31744,21.08%,103,150482,99.93%,0.0KB/s,1.69KB/s,0.04~846.03GB,,0.001GB,,0.0~852.0GB,0.125GB,,None,None,None,-0.0094,,,,,,0.000923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23692,140MB,4883701,650297,13.32%,113280,4770421,97.68%,2.03KB/s,79.69KB/s,0.0~49.9GB,,0.315GB,,0.0~49.94GB,3.93GB,,None,0.123713,-0.277506,0.324555,,,,,,0.591543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23695,8MB,286611,55527,19.37%,538,286073,99.81%,0.02KB/s,6.02KB/s,0.0~42.86GB,,0.004GB,,0.08~43.32GB,0.66GB,,None,0.968648,0.207036,0.012646,,,,,,0.12152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23698,98MB,3383342,219329,6.48%,154084,3229258,95.45%,3.92KB/s,73.19KB/s,0.0~16.4GB,,0.59GB,,0.0~16.5GB,1.421GB,,None,0.72518,-0.255407,0.206958,,,,,,0.60224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23707,114MB,4006266,981438,24.50%,295667,3710599,92.62%,6.99KB/s,62.51KB/s,0.0~28.12GB,,1.153GB,,0.0~28.91GB,7.487GB,,None,0.550954,-0.400343,-0.125558,,,,,,0.503332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23716,60MB,2103296,370922,17.64%,150821,1952475,92.83%,8.23KB/s,62.89KB/s,0.09~51.88GB,,0.648GB,,0.0~51.89GB,24.657GB,,0.059854,None,-0.008058,-0.679422,,,,,,0.514811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23723,1MB,38904,9624,24.74%,0,38904,100.00%,0.0KB/s,0.28KB/s,0.0~0.0GB,,0.0GB,,2.87~42.96GB,0.052GB,,None,None,None,0.769845,,,,,,0.077601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23724,9MB,333124,64452,19.35%,393,332731,99.88%,0.14KB/s,3.08KB/s,0.0~5.01GB,,0.078GB,,0.0~26.0GB,0.29GB,,None,None,0.031622,-0.002718,,,,,,0.092707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23730,28MB,1013490,215632,21.28%,111895,901595,88.96%,4.1KB/s,17.62KB/s,0.0~12.25GB,,1.094GB,,0.0~12.46GB,1.883GB,,None,None,-0.435691,-0.447315,,,,,,0.291361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23734,50MB,1785333,170963,9.58%,681,1784652,99.96%,0.07KB/s,20.38KB/s,0.0~1.56GB,,0.006GB,,0.0~7.85GB,1.144GB,,None,None,-0.124574,0.315613,,,,,,0.526792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23735,2MB,90426,30475,33.70%,1,90425,100.00%,0.0KB/s,9.54KB/s,168.0~168.0GB,,0.0GB,,0.0~168.2GB,1.498GB,,None,None,None,-0.632443,,,,,,0.187336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23740,59MB,2083111,203445,9.77%,1662,2081449,99.92%,0.17KB/s,27.42KB/s,0.0~1.6GB,,0.006GB,,0.0~8.16GB,1.558GB,,None,None,-0.67022,0.583552,,,,,,0.587769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23745,3MB,112812,10838,9.61%,1,112811,100.00%,0.0KB/s,0.84KB/s,2.99~2.99GB,,0.0GB,,0.0~3.0GB,0.065GB,,None,None,None,0.84675,,,,,,6.20E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23754,48MB,1729695,162758,9.41%,565,1729130,99.97%,0.04KB/s,19.07KB/s,0.0~6.21GB,,0.009GB,,0.0~6.25GB,1.008GB,,None,None,0.165925,0.186957,,,,,,0.613354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23755,1MB,60098,9368,15.59%,0,60098,100.00%,0.0KB/s,0.79KB/s,0.0~0.0GB,,0.0GB,,0.0~10.25GB,0.125GB,,None,None,None,0.9883,,,,,,0.000266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23760,10MB,370803,75255,20.30%,335,370468,99.91%,0.01KB/s,3.89KB/s,0.0~0.0GB,,0.0GB,,0.0~150.7GB,0.302GB,,None,None,1,0.741184,,,,,,0.170681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23767,41MB,1464082,198378,13.55%,653,1463429,99.96%,0.06KB/s,17.34KB/s,0.25~21.5GB,,0.001GB,,0.0~26.0GB,1.128GB,,None,None,-0.245011,-0.864515,,,,,,0.546507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23772,13MB,485705,120590,24.83%,9358,476347,98.07%,0.2KB/s,7.19KB/s,0.0~26.0GB,,0.098GB,,0.0~26.0GB,1.048GB,,None,None,0.159961,-0.283402,,,,,,0.183364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23781,69MB,2429181,271328,11.17%,5119,2424062,99.79%,0.23KB/s,31.45KB/s,0.0~10.18GB,,0.051GB,,0.0~10.73GB,2.014GB,,None,None,-0.345009,0.085314,,,,,,0.469455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23790,1MB,60731,18645,30.70%,452,60279,99.26%,0.0KB/s,0.8KB/s,0.04~98.04GB,,0.002GB,,0.0~92.99GB,0.126GB,,None,None,None,-0.212237,,,,,,0.0041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23794,13MB,474755,83986,17.69%,296,474459,99.94%,0.03KB/s,9.16KB/s,0.0~1.3GB,,0.007GB,,0.0~2.84GB,0.695GB,,None,0.90222,0.008342,-0.24381,,,,,,0.245655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23797,9MB,336971,69038,20.49%,27534,309437,91.83%,0.39KB/s,3.09KB/s,0.09~25.91GB,,0.04GB,,0.0~26.0GB,0.273GB,,None,None,0.876598,-0.872913,,,,,,0.072917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23806,8MB,313861,74145,23.62%,9726,304135,96.90%,0.97KB/s,3.33KB/s,0.0~46.82GB,,0.009GB,,0.0~48.12GB,0.447GB,,None,None,0.569651,-0.061217,,,,,,0.543212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23810,3MB,129701,28560,22.02%,0,129701,100.00%,0.0KB/s,1.45KB/s,0.0~0.0GB,,0.0GB,,0.0~248.25GB,0.131GB,,None,None,None,0.007388,,,,,,0.020971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23816,93MB,3293867,279987,8.50%,4911,3288956,99.85%,0.32KB/s,34.83KB/s,0.0~7.03GB,,0.152GB,,0.0~7.12GB,1.277GB,,None,None,-0.332578,0.919987,,,,,,0.46673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23819,2MB,72007,18882,26.22%,94,71913,99.87%,0.0KB/s,0.63KB/s,0.0~51.86GB,,0.002GB,,0.0~51.87GB,0.128GB,,None,None,0.995033,0.032385,,,,,,0.644437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23828,1MB,66277,19939,30.08%,0,66277,100.00%,0.0KB/s,1.03KB/s,0.0~0.0GB,,0.0GB,,0.0~976.88GB,0.126GB,,None,None,None,-0.810007,,,,,,0.041583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23831,73MB,2576104,284111,11.03%,54551,2521553,97.88%,5.21KB/s,30.39KB/s,0.0~43.0GB,,0.022GB,,0.0~43.02GB,1.662GB,,None,None,0.806137,-0.525816,,,,,,0.558198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23834,80MB,2840277,377760,13.30%,207167,2633110,92.71%,5.92KB/s,36.09KB/s,0.0~52.0GB,,0.889GB,,0.0~6.55GB,2.291GB,,None,-0.08565,-0.474917,-0.120027,,,,,,0.45772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23842,35MB,1257216,136798,10.88%,634,1256582,99.95%,0.07KB/s,13.95KB/s,0.02~6.94GB,,0.032GB,,0.0~8.5GB,0.92GB,,None,-0.077576,-0.034732,0.07378,,,,,,0.576851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23846,6MB,219257,34534,15.75%,0,219257,100.00%,0.0KB/s,2.6KB/s,0.0~0.0GB,,0.0GB,,0.0~90.03GB,0.142GB,,None,None,None,0.442704,,,,,,0.01921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23855,67MB,2358260,228001,9.67%,82994,2275266,96.48%,6.06KB/s,25.72KB/s,0.0~14.09GB,,1.045GB,,0.0~14.1GB,1.159GB,,0.217978,None,-0.082429,0.291501,,,,,,0.534164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23858,10MB,371360,101346,27.29%,26812,344548,92.78%,0.66KB/s,3.9KB/s,0.0~51.81GB,,0.241GB,,0.0~51.72GB,0.504GB,,None,0.128651,0.180699,-0.025021,,,,,,0.458754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23867,1MB,65151,15393,23.63%,0,65151,100.00%,0.0KB/s,0.8KB/s,0.0~0.0GB,,0.0GB,,0.0~74.25GB,0.125GB,,None,None,None,0.362457,,,,,,0.00066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23871,283MB,10039357,17304,0.17%,9977452,61905,0.62%,66.29KB/s,0.86KB/s,0.0~300.0GB,,0.001GB,,0.0~96.14GB,0.152GB,,None,None,0.981309,-0.756109,,,,,,0.201993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23872,6MB,237165,5,0.00%,237165,0,0.00%,1.57KB/s,0.0KB/s,0.0~20.0GB,,0.0GB,,0.0~0.0GB,0.0GB,,None,None,0.999993,None,,,,,,8.00E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23875,0MB,5870,3539,60.29%,498,5372,91.52%,0.02KB/s,0.22KB/s,0.0~39.82GB,,0.008GB,,0.0~39.82GB,0.117GB,,None,None,0.678018,-0.826145,,,,,,0.189779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23884,6MB,219511,43260,19.71%,246,219265,99.89%,0.03KB/s,2.98KB/s,0.02~1.01GB,,0.0GB,,0.01~10.44GB,0.218GB,,None,None,0.785711,-0.114795,,,,,,0.15017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23893,5MB,187445,31261,16.68%,5,187440,100.00%,0.0KB/s,2.11KB/s,20.13~52.13GB,,0.0GB,,0.0~52.18GB,0.133GB,,None,0.279908,None,0.109457,,,,,,0.128902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23894,226MB,8142432,57279,0.70%,7558853,583579,7.17%,51.59KB/s,7.42KB/s,0.0~300.0GB,,0.0GB,,0.0~10.02GB,0.235GB,,None,None,0.982271,0.974695,,,,,,0.226926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23900,1MB,65106,16332,25.09%,0,65106,100.00%,0.0KB/s,0.81KB/s,0.0~0.0GB,,0.0GB,,0.0~84.0GB,0.125GB,,None,None,None,-0.597284,,,,,,0.003226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23902,0MB,15795,5516,34.92%,244,15551,98.46%,0.02KB/s,0.19KB/s,0.19~118.24GB,,0.009GB,,0.0~120.0GB,0.067GB,,None,None,None,-0.985649,,,,,,0.007534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_23905,74MB,2609693,279836,10.72%,2081,2607612,99.92%,0.21KB/s,34.18KB/s,0.0~3.86GB,,0.01GB,,0.0~7.1GB,2.286GB,,None,None,-0.127924,0.64796,,,,,,0.560768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
